"Subject","Subject-with-subfields","MARC field","Subject source","Metadata"
" Elections | Corrupt practices | United States.","$aElections$xCorrupt practices$zUnited States.",650,"Library of Congress Subject Headings",
" Elections | Mexico.","$aElections$zMexico.",650,"Library of Congress Subject Headings",
" Electric power | Political aspects | California | Drama.","$aElectric power$xPolitical aspects$zCalifornia$vDrama.",650,"Library of Congress Subject Headings",
" Electric power | California | Drama.","$aElectric power$zCalifornia$vDrama.",650,"Library of Congress Subject Headings",
" Electronic surveillance | Social aspects.","$aElectronic surveillance$xSocial aspects.",650,"Library of Congress Subject Headings","HI2019_063_01"
" Emblems, National.","$aEmblems, National.",650,"Library of Congress Subject Headings","HI2019_065_01,HI2020_135_01"
" Emblems, National | Peru.","$aEmblems, National$zPeru.",650,"Library of Congress Subject Headings",
" Emigration and immigration law | United States.","$aEmigration and immigration law$zUnited States.",650,"Library of Congress Subject Headings",
" Emigration and immigration.","$aEmigration and immigration.",650,"Library of Congress Subject Headings","HI2019_048_01"
" Emigration and immigration | Political aspects.","$aEmigration and immigration$xPolitical aspects.",650,"Library of Congress Subject Headings","HI2019_042_01,HI2019_046_01,HI2020_006_01,HI2020_024_01,HI2020_033_01,HI2020_084_01"
" Emigration and immigration | Social aspects.","$aEmigration and immigration$xSocial aspects.",650,"Library of Congress Subject Headings",
" Emotions in dance.","$aEmotions in dance.",650,"Library of Congress Subject Headings",
" Emotions | Political aspects.","$aEmotions$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Employee empowerment.","$aEmployee empowerment.",650,"Library of Congress Subject Headings",
" English language | Political aspects","$aEnglish language$xPolitical aspects",650,"Library of Congress Subject Headings",
" Entertainers | Interviews.","$aEntertainers$vInterviews.",650,"Library of Congress Subject Headings",
" Entertainers | Cuba.","$aEntertainers$zCuba.",650,"Library of Congress Subject Headings",
" Entertainers | United States | Interviews.","$aEntertainers$zUnited States$vInterviews.",650,"Library of Congress Subject Headings",
" Environment (Aesthetics)","$aEnvironment (Aesthetics)",650,"Library of Congress Subject Headings","HI2019_061_01"
" Environment (Art) | United States.","$aEnvironment (Art)$zUnited States.",650,"Library of Congress Subject Headings",
" Environmental.","$aEnvironmental.",650,"Library of Congress Subject Headings","HI2019_099_01,HI2019_123_01"
" Equality.","$aEquality.",650,"Library of Congress Subject Headings",
" Equality | Colombia.","$aEquality$zColombia.",650,"Library of Congress Subject Headings",
" Erotic art.","$aErotic art.",650,"Library of Congress Subject Headings",
" Erotica.","$aErotica.",650,"Library of Congress Subject Headings",
" Eternity.","$aEternity.",650,"Library of Congress Subject Headings",
" Ethnic groups | New York (State) | New York | Drama.","$aEthnic groups$zNew York (State)$zNew York$vDrama.",650,"Library of Congress Subject Headings",
" Ethnic performing arts.","$aEthnic performing arts.",650,"Library of Congress Subject Headings",
" Ethnic relations.","$aEthnic relations.",650,"Library of Congress Subject Headings",
" Ethnicity.","$aEthnicity.",650,"Library of Congress Subject Headings",
" Ethnicity | Political aspects","$aEthnicity$xPolitical aspects",650,"Library of Congress Subject Headings",
" Ethnicity | Peru.","$aEthnicity$zPeru.",650,"Library of Congress Subject Headings",
" Ethnicity | Puerto Rico.","$aEthnicity$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Evangelicalism.","$aEvangelicalism.",650,"Library of Congress Subject Headings",
" Eviction.","$aEviction.",650,"Library of Congress Subject Headings",
" Eviction | Peru.","$aEviction$zPeru.",650,"Library of Congress Subject Headings",
" Eviction | Puerto Rico.","$aEviction$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Eviction | Puerto Rico | Santurce (San Juan).","$aEviction$zPuerto Rico$zSanturce (San Juan).",650,"Library of Congress Subject Headings",
" Exhibitions | New York (State) | New York.","$aExhibitions$zNew York (State)$zNew York.",650,"Library of Congress Subject Headings",
" Exiles.","$aExiles.",650,"Library of Congress Subject Headings","HI2019_056_01"
" Exiles | Argentina | Drama.","$aExiles$zArgentina$vDrama.",650,"Library of Congress Subject Headings",
" Exiles | Brazil | Drama.","$aExiles$zBrazil$vDrama.",650,"Library of Congress Subject Headings",
" Exiles | Chile | Drama.","$aExiles$zChile$vDrama.",650,"Library of Congress Subject Headings",
" Exiles | France | Drama.","$aExiles$zFrance$vDrama.",650,"Library of Congress Subject Headings",
" Experimental dance.","$aExperimental dance.",650,"Library of Congress Subject Headings","HI2020_010_01,HI2020_012_01,HI2020_015_01"
" Experimental dance | Puerto Rico.","$aExperimental dance$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Experimental theater.","$aExperimental theater.",650,"Library of Congress Subject Headings",
" Experimental theater | Ecuador.","$aExperimental theater$zEcuador.",650,"Library of Congress Subject Headings",
" Experimental theater | Massachusetts.","$aExperimental theater$zMassachusetts.",650,"Library of Congress Subject Headings",
" Experimental theater | Peru.","$aExperimental theater$zPeru.",650,"Library of Congress Subject Headings",
" Experimental theater | Puerto Rico.","$aExperimental theater$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Exploitation.","$aExploitation.",650,"Library of Congress Subject Headings",
" Fairy tales | Drama.","$aFairy tales$vDrama.",650,"Library of Congress Subject Headings","HI2019_025_01"
" Families.","$aFamilies.",650,"Library of Congress Subject Headings","HI2019_155_01"
" Families | Psychological aspects","$aFamilies$xPsychological aspects",650,"Library of Congress Subject Headings",
" Family violence.","$aFamily violence.",650,"Library of Congress Subject Headings",
" Family violence | Psychological aspects.","$aFamily violence$xPsychological aspects.",650,"Library of Congress Subject Headings",
" Fandangos.","$aFandangos.",650,"Library of Congress Subject Headings",
" Fashion.","$aFashion.",650,"Library of Congress Subject Headings",
" Fatherhood | Political aspects.","$aFatherhood$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Fathers and sons in art.","$aFathers and sons in art.",650,"Library of Congress Subject Headings",
" Faust, | d. ca. 1540 | Drama.","$aFaust,$dd. ca. 1540$vDrama.",650,"Library of Congress Subject Headings",
" Fear in art.","$aFear in art.",650,"Library of Congress Subject Headings",
" Fear.","$aFear.",650,"Library of Congress Subject Headings",
" Fear | Political aspects.","$aFear$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Fear | Social aspects.","$aFear$xSocial aspects.",650,"Library of Congress Subject Headings",
" Female friendship.","$aFemale friendship.",650,"Library of Congress Subject Headings","HI2019_149_01"
" Female friendship | Peru | Drama.","$aFemale friendship$zPeru$vDrama.",650,"Library of Congress Subject Headings",
" Female impersonators.","$aFemale impersonators.",650,"Library of Congress Subject Headings",
" Feminine beauty (Aesthetics)","$aFeminine beauty (Aesthetics)",650,"Library of Congress Subject Headings",
" Femininity.","$aFemininity.",650,"Library of Congress Subject Headings","HI2019_070_01"
" Femininity | Drama.","$aFemininity$vDrama.",650,"Library of Congress Subject Headings",
" Feminism and art.","$aFeminism and art.",650,"Library of Congress Subject Headings",
" Feminism and art | Latin America.","$aFeminism and art$zLatin America.",650,"Library of Congress Subject Headings",
" Feminism and dance.","$aFeminism and dance.",650,"Library of Congress Subject Headings","HI2020_015_01"
" Feminism and music.","$aFeminism and music.",650,"Library of Congress Subject Headings",
" Feminism in art.","$aFeminism in art.",650,"Library of Congress Subject Headings",
" Feminism.","$aFeminism.",650,"Library of Congress Subject Headings","HI2019_115_01,HI2019_145_01"
" Feminism | Political aspects.","$aFeminism$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Feminism | Political aspects | Latin America.","$aFeminism$xPolitical aspects$zLatin America.",650,"Library of Congress Subject Headings","HI2020_076_01,HI2020_078_01"
" Feminism | Bolivia.","$aFeminism$zBolivia.",650,"Library of Congress Subject Headings",
" Feminism | United States.","$aFeminism$zUnited States.",650,"Library of Congress Subject Headings",
" Feminist theater.","$aFeminist theater.",650,"Library of Congress Subject Headings",
" Feminist theater | Colombia.","$aFeminist theater$zColombia.",650,"Library of Congress Subject Headings",
" Feminists.","$aFeminists.",650,"Library of Congress Subject Headings",
" Fetishes (Ceremonial objects)","$aFetishes (Ceremonial objects)",650,"Library of Congress Subject Headings",
" Fetishism.","$aFetishism.",650,"Library of Congress Subject Headings","HI2019_035_01,HI2019_039_01,HI2019_040_01,HI2019_041_01,HI2019_042_01,HI2019_049_01"
" Financial crises | United States.","$aFinancial crises$zUnited States.",650,"Library of Congress Subject Headings",
" Folk dance music | Colombia | Pacific Coast Region.","$aFolk dance music$zColombia$zPacific Coast Region.",650,"Library of Congress Subject Headings",
" Folk literature, African.","$aFolk literature, African.",650,"Library of Congress Subject Headings",
" Folk literature, Indian | North America.","$aFolk literature, Indian$zNorth America.",650,"Library of Congress Subject Headings",
" Folk music.","$aFolk music.",650,"Library of Congress Subject Headings",
" Folk music | Colombia | Pacific Coast Region.","$aFolk music$zColombia$zPacific Coast Region.",650,"Library of Congress Subject Headings",
" Folk music | Mexico.","$aFolk music$zMexico.",650,"Library of Congress Subject Headings",
" Folk music | United States.","$aFolk music$zUnited States.",650,"Library of Congress Subject Headings",
" Folk songs, Spanish.","$aFolk songs, Spanish.",650,"Library of Congress Subject Headings",
" Folklore.","$aFolklore.",650,"Library of Congress Subject Headings","HI2020_124_01"
" Folklore | Performance.","$aFolklore$xPerformance.",650,"Library of Congress Subject Headings","HI2020_123_01"
" Folklore | Performance | Puerto Rico.","$aFolklore$xPerformance$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Folklore | Africa.","$aFolklore$zAfrica.",650,"Library of Congress Subject Headings",
" Folklore | Amazon River Region.","$aFolklore$zAmazon River Region.",650,"Library of Congress Subject Headings",
" Folklore | Brazil.","$aFolklore$zBrazil.",650,"Library of Congress Subject Headings",
" Folklore | Latin America.","$aFolklore$zLatin America.",650,"Library of Congress Subject Headings",
" Food habits | Psychological aspects.","$aFood habits$xPsychological aspects.",650,"Library of Congress Subject Headings","HI2019_097_01,HI2019_135_01"
" Food preferences | Southern States.","$aFood preferences$zSouthern States.",650,"Library of Congress Subject Headings",
" Forced migration.","$aForced migration.",650,"Library of Congress Subject Headings","HI2020_019_01,HI2020_020_01,HI2020_038_01,HI2020_039_01,HI2020_045_01,HI2020_049_01,HI2020_050_01,HI2020_051_01,HI2020_056_01,HI2020_064_01,HI2020_066_01,HI2020_075_01,HI2020_079_01,HI2020_080_01,HI2020_082_01,HI2020_083_01,HI2020_094_01"
" Forced migration | Drama.","$aForced migration$vDrama.",650,"Library of Congress Subject Headings",
" Forced migration | Colombia.","$aForced migration$zColombia.",650,"Library of Congress Subject Headings",
" Forced migration | Cuba.","$aForced migration$zCuba.",650,"Library of Congress Subject Headings",
" Foreign workers, Mexican | United States.","$aForeign workers, Mexican$zUnited States.",650,"Library of Congress Subject Headings",
" Foreign workers | Health and hygiene | United States.","$aForeign workers$xHealth and hygiene$zUnited States.",650,"Library of Congress Subject Headings",
" Foreign workers | United States.","$aForeign workers$zUnited States.",650,"Library of Congress Subject Headings",
" Foreign workers | United States | Social conditions.","$aForeign workers$zUnited States$xSocial conditions.",650,"Library of Congress Subject Headings",
" Fraud.","$aFraud.",650,"Library of Congress Subject Headings",
" Freak shows | California | San Francisco.","$aFreak shows$zCalifornia$zSan Francisco.",650,"Library of Congress Subject Headings",
" Freak shows | Washington (D.C.).","$aFreak shows$zWashington (D.C.).",650,"Library of Congress Subject Headings",
" Free trade | Mexico | Drama.","$aFree trade$zMexico$vDrama.",650,"Library of Congress Subject Headings",
" Freedom of expression | United States.","$aFreedom of expression$zUnited States.",650,"Library of Congress Subject Headings",
" Freedom of speech | United States.","$aFreedom of speech$zUnited States.",650,"Library of Congress Subject Headings",
" Friendship.","$aFriendship.",650,"Library of Congress Subject Headings",
" Friendship | Political aspects.","$aFriendship$xPolitical aspects.",650,"Library of Congress Subject Headings",
